SZ000003700,20220115,PRCP,0,,,E,
SZ000003700,20220115,SNWD,0,,,E,
SZ000003700,20220115,TAVG,-14,H,,S,
SZ000006717,20220115,TMAX,23,,,E,
SZ000006717,20220115,TMIN,-24,,,E,
SZ000006717,20220115,PRCP,0,,,E,
SZ000006717,20220115,TAVG,-1,H,,S,
SZ000008440,20220115,TMAX,13,,,E,
SZ000008440,20220115,TMIN,-51,,,E,
SZ000008440,20220115,PRCP,0,,,E,
SZ000008440,20220115,SNWD,0,,,E,
SZ000008440,20220115,TAVG,-14,H,,S,
SZ000009480,20220115,TMAX,104,,,E,
SZ000009480,20220115,TMIN,20,,,E,
SZ000009480,20220115,PRCP,0,,,E,
SZ000009480,20220115,SNWD,0,,,E,
SZ000009480,20220115,TAVG,32,H,,S,
SZE00105086,20220115,TMAX,41,,,E,
SZE00105086,20220115,TMIN,-68,,,E,
SZE00105086,20220115,PRCP,0,,,E,
SZE00105086,20220115,SNWD,40,,,E,
SZE00105086,20220115,TAVG,-17,H,,S,
SZE00116090,20220115,TMAX,-8,,,E,
SZE00116090,20220115,TMIN,-53,,,E,
SZE00116090,20220115,PRCP,0,,,E,
